"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2021,1,"9E","Endeavor Air Inc.","CRW","Charleston/Dunbar, WV: Yeager",109.00,11.00,6.22,0.89,1.22,0.00,2.68,0.00,0.00,561.00,355.00,16.00,53.00,0.00,137.00,
2021,1,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",90.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,290.00,290.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",340.00,30.00,7.94,2.98,11.88,0.00,7.20,2.00,0.00,1296.00,326.00,100.00,330.00,0.00,540.00,
2021,1,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",79.00,8.00,1.82,3.95,2.18,0.00,0.05,0.00,0.00,4403.00,56.00,4226.00,70.00,0.00,51.00,
2021,1,"9E","Endeavor Air Inc.","DAL","Dallas, TX: Dallas Love Field",37.00,2.00,0.00,0.00,1.29,0.00,0.71,0.00,0.00,43.00,0.00,0.00,28.00,0.00,15.00,
2021,1,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",184.00,11.00,8.67,0.00,2.16,0.00,0.18,0.00,1.00,584.00,521.00,0.00,51.00,0.00,12.00,
2021,1,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",19.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",53.00,9.00,2.00,0.00,5.42,0.00,1.58,0.00,0.00,344.00,67.00,0.00,201.00,0.00,76.00,
2021,1,"9E","Endeavor Air Inc.","DHN","Dothan, AL: Dothan Regional",91.00,6.00,4.79,0.00,1.21,0.00,0.00,0.00,0.00,491.00,409.00,0.00,82.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","DLH","Duluth, MN: Duluth International",41.00,4.00,1.24,0.00,2.38,0.00,0.38,0.00,0.00,146.00,90.00,0.00,48.00,0.00,8.00,
2021,1,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",217.00,13.00,4.98,2.94,4.09,0.00,1.00,3.00,0.00,2644.00,338.00,2179.00,108.00,0.00,19.00,
2021,1,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2276.00,160.00,42.16,4.70,60.85,0.00,52.30,1.00,0.00,16418.00,7085.00,1157.00,2088.00,0.00,6088.00,
2021,1,"9E","Endeavor Air Inc.","ECP","Panama City, FL: Northwest Florida Beaches International",65.00,4.00,2.00,0.00,1.00,0.00,1.00,0.00,0.00,187.00,120.00,0.00,16.00,0.00,51.00,
2021,1,"9E","Endeavor Air Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",49.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",113.00,5.00,3.19,0.00,1.14,0.00,0.67,0.00,0.00,374.00,187.00,0.00,93.00,0.00,94.00,
2021,1,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",111.00,11.00,3.55,0.55,6.90,0.00,0.00,1.00,0.00,395.00,197.00,12.00,186.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","FAR","Fargo, ND: Hector International",99.00,8.00,1.23,0.00,6.77,0.00,0.00,0.00,0.00,221.00,34.00,0.00,187.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",109.00,5.00,1.15,0.00,1.12,0.00,2.73,0.00,1.00,308.00,39.00,0.00,63.00,0.00,206.00,
2021,1,"9E","Endeavor Air Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",12.00,2.00,0.00,0.00,1.30,0.00,0.70,0.00,0.00,150.00,0.00,0.00,122.00,0.00,28.00,
2021,1,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",11.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,32.00,17.00,0.00,15.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",79.00,5.00,1.00,0.00,3.00,0.00,1.00,0.00,0.00,138.00,22.00,0.00,64.00,0.00,52.00,
2021,1,"9E","Endeavor Air Inc.","GFK","Grand Forks, ND: Grand Forks International",31.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,167.00,150.00,0.00,17.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",110.00,6.00,0.91,0.00,1.00,0.00,4.09,0.00,0.00,513.00,111.00,0.00,167.00,0.00,235.00,
2021,1,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",113.00,5.00,2.55,0.00,0.45,0.00,2.00,0.00,1.00,186.00,79.00,0.00,15.00,0.00,92.00,
2021,1,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",210.00,15.00,0.55,4.96,6.60,0.00,2.89,0.00,2.00,1818.00,19.00,1393.00,188.00,0.00,218.00,
2021,1,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",134.00,10.00,4.29,0.00,5.51,0.20,0.00,0.00,1.00,345.00,196.00,0.00,143.00,6.00,0.00,
2021,1,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",87.00,6.00,2.90,1.00,0.05,0.00,2.05,0.00,1.00,853.00,89.00,677.00,2.00,0.00,85.00,
2021,1,"9E","Endeavor Air Inc.","GSP","Greer, SC: Greenville-Spartanburg International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","GTR","Columbus, MS: Golden Triangle Regional",87.00,2.00,1.88,0.00,0.13,0.00,0.00,0.00,0.00,52.00,50.00,0.00,2.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","HOU","Houston, TX: William P Hobby",76.00,9.00,2.79,0.00,4.59,0.00,1.62,0.00,0.00,276.00,96.00,0.00,141.00,0.00,39.00,
2021,1,"9E","Endeavor Air Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",171.00,12.00,7.28,0.00,1.10,0.00,3.62,0.00,0.00,634.00,442.00,0.00,20.00,0.00,172.00,
2021,1,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",73.00,3.00,1.83,0.00,1.17,0.00,0.00,0.00,0.00,70.00,44.00,0.00,26.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",63.00,3.00,1.00,0.00,0.03,0.00,1.97,0.00,0.00,197.00,40.00,0.00,2.00,0.00,155.00,
2021,1,"9E","Endeavor Air Inc.","ILM","Wilmington, NC: Wilmington International",110.00,7.00,2.96,0.12,1.04,0.00,2.88,0.00,0.00,348.00,155.00,4.00,20.00,0.00,169.00,
2021,1,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",82.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,90.00,0.00,0.00,90.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","ITH","Ithaca/Cortland, NY: Ithaca Tompkins Regional",27.00,6.00,3.64,0.00,1.18,0.00,1.18,0.00,0.00,347.00,224.00,0.00,43.00,0.00,80.00,
2021,1,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",140.00,6.00,3.97,0.00,0.00,0.00,2.03,0.00,0.00,411.00,173.00,0.00,0.00,0.00,238.00,
2021,1,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",177.00,15.00,5.72,0.00,4.40,0.00,4.88,1.00,0.00,483.00,169.00,0.00,100.00,0.00,214.00,
2021,1,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",81.00,4.00,0.96,0.00,2.04,0.00,1.00,0.00,0.00,98.00,23.00,0.00,43.00,0.00,32.00,
2021,1,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",121.00,9.00,3.55,0.00,2.48,0.00,2.97,0.00,1.00,955.00,443.00,0.00,111.00,0.00,401.00,
2021,1,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",112.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,70.00,50.00,0.00,20.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",233.00,6.00,2.00,0.76,3.24,0.00,0.00,1.00,0.00,338.00,161.00,22.00,155.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",110.00,3.00,1.19,0.00,0.03,0.00,1.79,0.00,0.00,172.00,45.00,0.00,1.00,0.00,126.00,
2021,1,"9E","Endeavor Air Inc.","MBS","Saginaw/Bay City/Midland, MI: MBS International",92.00,8.00,1.00,1.00,5.00,0.00,1.00,0.00,0.00,553.00,124.00,179.00,104.00,0.00,146.00,
2021,1,"9E","Endeavor Air Inc.","MCO","Orlando, FL: Orlando International",28.00,9.00,2.73,0.00,4.86,0.00,1.40,0.00,0.00,510.00,113.00,0.00,141.00,0.00,256.00,
2021,1,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",143.00,10.00,3.94,0.00,5.00,0.00,1.06,2.00,0.00,377.00,145.00,0.00,158.00,0.00,74.00,
2021,1,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",115.00,13.00,2.87,0.00,10.13,0.00,0.00,0.00,0.00,466.00,139.00,0.00,327.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","MGM","Montgomery, AL: Montgomery Regional",118.00,9.00,5.93,0.00,1.09,0.00,1.98,0.00,0.00,473.00,301.00,0.00,35.00,0.00,137.00,
2021,1,"9E","Endeavor Air Inc.","MKE","Milwaukee, WI: General Mitchell International",27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",56.00,6.00,2.00,2.00,1.00,0.00,1.00,0.00,0.00,1474.00,110.00,1236.00,20.00,0.00,108.00,
2021,1,"9E","Endeavor Air Inc.","MLU","Monroe, LA: Monroe Regional",79.00,7.00,3.82,0.00,2.18,0.00,1.00,0.00,0.00,315.00,174.00,0.00,36.00,0.00,105.00,
2021,1,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",118.00,6.00,3.00,1.00,1.00,0.00,1.00,0.00,0.00,252.00,136.00,23.00,20.00,0.00,73.00,
2021,1,"9E","Endeavor Air Inc.","MOT","Minot, ND: Minot International",115.00,10.00,2.86,1.00,3.14,0.00,3.00,1.00,1.00,993.00,124.00,630.00,83.00,0.00,156.00,
2021,1,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",179.00,11.00,1.81,0.00,9.19,0.00,0.00,0.00,0.00,297.00,55.00,0.00,242.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",1673.00,115.00,31.45,6.47,34.79,0.00,42.28,2.00,0.00,9654.00,3003.00,836.00,1360.00,0.00,4455.00,
2021,1,"9E","Endeavor Air Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",3.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,24.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","MYR","Myrtle Beach, SC: Myrtle Beach International",55.00,5.00,2.68,0.00,1.02,0.00,1.30,0.00,0.00,354.00,280.00,0.00,19.00,0.00,55.00,
2021,1,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",113.00,8.00,2.17,3.00,2.09,0.00,0.74,0.00,2.00,2054.00,70.00,1875.00,64.00,0.00,45.00,
2021,1,"9E","Endeavor Air Inc.","OKC","Oklahoma City, OK: Will Rogers World",94.00,8.00,3.33,0.98,0.71,0.00,2.97,0.00,0.00,254.00,83.00,53.00,18.00,0.00,100.00,
2021,1,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",18.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,34.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,23.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",38.00,5.00,0.71,0.00,3.29,0.00,1.00,0.00,0.00,199.00,35.00,0.00,112.00,0.00,52.00,
2021,1,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",96.00,9.00,2.32,0.00,6.62,0.00,0.06,0.00,0.00,372.00,137.00,0.00,232.00,0.00,3.00,
2021,1,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",104.00,7.00,2.96,0.00,4.04,0.00,0.00,1.00,0.00,423.00,275.00,0.00,148.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","RAP","Rapid City, SD: Rapid City Regional",79.00,7.00,3.26,1.00,0.00,0.00,2.74,0.00,1.00,940.00,213.00,593.00,0.00,0.00,134.00,
2021,1,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",220.00,19.00,5.92,0.00,6.65,0.00,6.43,0.00,0.00,1366.00,613.00,0.00,222.00,0.00,531.00,
2021,1,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",79.00,6.00,0.04,3.23,1.58,0.00,1.15,0.00,2.00,1890.00,25.00,1678.00,50.00,0.00,137.00,
2021,1,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",14.00,1.00,0.89,0.00,0.11,0.00,0.00,0.00,0.00,166.00,147.00,0.00,19.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",117.00,14.00,5.29,0.00,6.70,0.00,2.00,0.00,0.00,692.00,323.00,0.00,190.00,0.00,179.00,
2021,1,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",118.00,7.00,3.06,0.00,2.00,0.00,1.94,0.00,0.00,357.00,176.00,0.00,62.00,0.00,119.00,
2021,1,"9E","Endeavor Air Inc.","SBN","South Bend, IN: South Bend International",155.00,10.00,2.62,2.98,1.18,0.00,3.22,0.00,1.00,492.00,61.00,160.00,55.00,0.00,216.00,
2021,1,"9E","Endeavor Air Inc.","SCE","State College, PA: University Park",27.00,2.00,1.81,0.00,0.19,0.00,0.00,0.00,0.00,239.00,219.00,0.00,20.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",3.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,120.00,105.00,0.00,15.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",79.00,3.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,101.00,69.00,0.00,32.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",110.00,3.00,1.28,0.00,0.00,0.00,1.72,0.00,0.00,120.00,65.00,0.00,0.00,0.00,55.00,
2021,1,"9E","Endeavor Air Inc.","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",97.00,10.00,3.16,0.00,5.84,0.00,1.00,0.00,0.00,354.00,114.00,0.00,196.00,0.00,44.00,
2021,1,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",110.00,9.00,4.50,0.00,4.50,0.00,0.00,0.00,0.00,414.00,293.00,0.00,121.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",11.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,15.00,
2021,1,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",17.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,82.00,0.00,0.00,82.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",118.00,3.00,1.33,0.93,0.12,0.00,0.62,0.00,1.00,127.00,31.00,69.00,6.00,0.00,21.00,
2021,1,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",87.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,19.00,0.00,0.00,19.00,0.00,0.00,
2021,1,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",54.00,2.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,68.00,0.00,0.00,15.00,0.00,53.00,
2021,1,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",266.00,12.00,3.98,2.42,3.16,0.00,2.44,0.00,3.00,639.00,255.00,190.00,135.00,0.00,59.00,
2021,1,"9E","Endeavor Air Inc.","VLD","Valdosta, GA: Valdosta Regional",87.00,12.00,5.55,1.00,3.54,0.00,1.90,0.00,0.00,663.00,133.00,122.00,324.00,0.00,84.00,
2021,1,"9E","Endeavor Air Inc.","VPS","Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",144.00,6.00,0.00,1.00,4.00,0.00,1.00,0.00,0.00,389.00,0.00,56.00,300.00,0.00,33.00,
2021,1,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",104.00,6.00,1.08,0.11,1.00,0.00,3.81,0.00,0.00,396.00,59.00,2.00,19.00,0.00,316.00,
2021,1,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2021,1,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",371.00,38.00,17.70,1.00,14.35,0.00,4.95,1.00,1.00,2896.00,1234.00,54.00,1333.00,0.00,275.00,
2021,1,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",414.00,46.00,21.21,3.59,12.98,0.00,8.22,1.00,0.00,2123.00,1020.00,286.00,352.00,0.00,465.00,
2021,1,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",108.00,9.00,7.43,0.00,1.57,0.00,0.00,0.00,0.00,926.00,884.00,0.00,42.00,0.00,0.00,
2021,1,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",282.00,20.00,14.42,0.00,3.67,0.00,1.92,4.00,0.00,1227.00,761.00,0.00,110.00,0.00,356.00,
2021,1,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",8.00,5.00,2.69,0.00,1.78,0.00,0.53,0.00,0.00,216.00,120.00,0.00,79.00,0.00,17.00,
2021,1,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",610.00,44.00,20.05,0.50,12.18,0.64,10.63,5.00,0.00,2650.00,1457.00,25.00,411.00,15.00,742.00,
2021,1,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",31.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,51.00,0.00,0.00,51.00,0.00,0.00,
2021,1,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",229.00,26.00,9.85,0.08,8.79,0.00,7.28,0.00,0.00,1140.00,485.00,2.00,322.00,0.00,331.00,
2021,1,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",95.00,15.00,3.27,0.71,8.89,0.00,2.14,1.00,3.00,1820.00,93.00,535.00,338.00,0.00,854.00,
2021,1,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",34.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,45.00,24.00,0.00,21.00,0.00,0.00,
2021,1,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",123.00,7.00,2.26,0.55,1.09,0.00,3.10,0.00,0.00,369.00,72.00,53.00,25.00,0.00,219.00,
